interactionID	basisOfRecord	interactionText	sourceTaxonId	sourceTaxonName	sourceFamilyName	sourceCommonName	sourceSexName	sourceLifeStageName	interactionTypeId	interactionTypeName	isNegated	targetTaxonId	targetTaxonName	targetFamilyName	targetCommonName	targetLifeStageName	higherGeography	enteredBy	notes	containsTaxonTreatment	TreatmentBankIdentifier	referenceDoi	referenceCitation
438	literatureRecord	A polytypic species found in the Afrotropical, Australasian, Nearctic and Neotropical Zoogeographic Regions (see note below). All parasitic stages are usually found on Aves (several or- ders), with rare records of adult ticks from Carnivora: Canidae, and immature stages from Rodentia: Cricetidae and Sciuridae (Guglielmone et al. 2014, Durden et al. 2016). There are no records of Ixodes auritulus causing human parasitism.		Ixodes auritulus	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	Recorded from	rare		Carnivora: Canidae	Canidae			Afrotropical, Australasian, Nearctic and Neotropical Zoogeographic Regions	Ryler Austin					
439	literatureRecord	A polytypic species found in the Afrotropical, Australasian, Nearctic and Neotropical Zoogeographic Regions (see note below). All parasitic stages are usually found on Aves (several or- ders), with rare records of adult ticks from Carnivora: Canidae, and immature stages from Rodentia: Cricetidae and Sciuridae (Guglielmone et al. 2014, Durden et al. 2016). There are no records of Ixodes auritulus causing human parasitism.		Ixodes auritulus	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	Recorded from	rare		Rodentia: Cricetidae	Cricetidae			Afrotropical, Australasian, Nearctic and Neotropical Zoogeographic Regions	Ryler Austin					
440	literatureRecord	A polytypic species found in the Afrotropical, Australasian, Nearctic and Neotropical Zoogeographic Regions (see note below). All parasitic stages are usually found on Aves (several or- ders), with rare records of adult ticks from Carnivora: Canidae, and immature stages from Rodentia: Cricetidae and Sciuridae (Guglielmone et al. 2014, Durden et al. 2016). There are no records of Ixodes auritulus causing human parasitism.		Ixodes auritulus	Ixodidae			Immature	http://purl.obolibrary.org/obo/RO_0002454	Recorded from	rare		Rodentia: Sciuridae	Sciuridae			Afrotropical, Australasian, Nearctic and Neotropical Zoogeographic Regions	Ryler Austin					
441	literatureRecord	A polytypic species found in the Afrotropical, Australasian, Nearctic and Neotropical Zoogeographic Regions (see note below). All parasitic stages are usually found on Aves (several or- ders), with rare records of adult ticks from Carnivora: Canidae, and immature stages from Rodentia: Cricetidae and Sciuridae (Guglielmone et al. 2014, Durden et al. 2016). There are no records of Ixodes auritulus causing human parasitism.		Ixodes auritulus	Ixodidae			Parasitic Stages	http://purl.obolibrary.org/obo/RO_0002454	Parasite of	TRUE		Homo sapiens	Hominidae	human		Afrotropical, Australasian, Nearctic and Neotropical Zoogeographic Regions	Ryler Austin					
442	literatureRecord	An Australasian species, all of whose parasitic stages, including the un- described larva, have been found on Diprotodontia: Potoroidae. Adult ticks have been recovered from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Dasyuromorphia: Dasyuridae, Diprotodontia: Macropodidae, and Pera- melemorphia: Peramelidae; unknown stages have been collected from Diprotodontia: Phalangeridae (Guglielmone & Robbins 2018, Loh et al. 2018). Ixodes australiensis is a very rare parasite of humans.		Ixodes australiensis	Ixodidae			Parasitic Stages	http://purl.obolibrary.org/obo/RO_0002454	Found on	FALSE		Diprotodontia: Potoroidae	Potoroidae			Australasian	Ryler Austin					
443	literatureRecord	An Australasian species, all of whose parasitic stages, including the un- described larva, have been found on Diprotodontia: Potoroidae. Adult ticks have been recovered from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Dasyuromorphia: Dasyuridae, Diprotodontia: Macropodidae, and Pera- melemorphia: Peramelidae; unknown stages have been collected from Diprotodontia: Phalangeridae (Guglielmone & Robbins 2018, Loh et al. 2018). Ixodes australiensis is a very rare parasite of humans.		Ixodes australiensis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	Recovered from	FALSE		Artiodactyla: Bovidae	Bovidae			Australasian	Ryler Austin					
444	literatureRecord	An Australasian species, all of whose parasitic stages, including the un- described larva, have been found on Diprotodontia: Potoroidae. Adult ticks have been recovered from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Dasyuromorphia: Dasyuridae, Diprotodontia: Macropodidae, and Pera- melemorphia: Peramelidae; unknown stages have been collected from Diprotodontia: Phalangeridae (Guglielmone & Robbins 2018, Loh et al. 2018). Ixodes australiensis is a very rare parasite of humans.		Ixodes australiensis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	Recovered from	FALSE		Artiodactyla: Suidae	Suidae			Australasian	Ryler Austin					
445	literatureRecord	An Australasian species, all of whose parasitic stages, including the un- described larva, have been found on Diprotodontia: Potoroidae. Adult ticks have been recovered from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Dasyuromorphia: Dasyuridae, Diprotodontia: Macropodidae, and Pera- melemorphia: Peramelidae; unknown stages have been collected from Diprotodontia: Phalangeridae (Guglielmone & Robbins 2018, Loh et al. 2018). Ixodes australiensis is a very rare parasite of humans.		Ixodes australiensis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	Recovered from	FALSE		Carnivora: Canidae	Canidae			Australasian	Ryler Austin					
446	literatureRecord	An Australasian species, all of whose parasitic stages, including the un- described larva, have been found on Diprotodontia: Potoroidae. Adult ticks have been recovered from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Dasyuromorphia: Dasyuridae, Diprotodontia: Macropodidae, and Pera- melemorphia: Peramelidae; unknown stages have been collected from Diprotodontia: Phalangeridae (Guglielmone & Robbins 2018, Loh et al. 2018). Ixodes australiensis is a very rare parasite of humans.		Ixodes australiensis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	Recovered from	FALSE		Dasyuromorphia: Dasyuridae	Dasyuridae			Australasian	Ryler Austin					
447	literatureRecord	An Australasian species, all of whose parasitic stages, including the un- described larva, have been found on Diprotodontia: Potoroidae. Adult ticks have been recovered from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Dasyuromorphia: Dasyuridae, Diprotodontia: Macropodidae, and Pera- melemorphia: Peramelidae; unknown stages have been collected from Diprotodontia: Phalangeridae (Guglielmone & Robbins 2018, Loh et al. 2018). Ixodes australiensis is a very rare parasite of humans.		Ixodes australiensis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	Recovered from	FALSE		Diprotodontia: Macropodidae	Macropodidae			Australasian	Ryler Austin					
448	literatureRecord	An Australasian species, all of whose parasitic stages, including the un- described larva, have been found on Diprotodontia: Potoroidae. Adult ticks have been recovered from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Dasyuromorphia: Dasyuridae, Diprotodontia: Macropodidae, and Pera- melemorphia: Peramelidae; unknown stages have been collected from Diprotodontia: Phalangeridae (Guglielmone & Robbins 2018, Loh et al. 2018). Ixodes australiensis is a very rare parasite of humans.		Ixodes australiensis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	Recovered from	FALSE		Peramelemorphia: Peramelidae	Peramelidae			Australasian	Ryler Austin					
449	literatureRecord	An Australasian species, all of whose parasitic stages, including the un- described larva, have been found on Diprotodontia: Potoroidae. Adult ticks have been recovered from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Dasyuromorphia: Dasyuridae, Diprotodontia: Macropodidae, and Pera- melemorphia: Peramelidae; unknown stages have been collected from Diprotodontia: Phalangeridae (Guglielmone & Robbins 2018, Loh et al. 2018). Ixodes australiensis is a very rare parasite of humans.		Ixodes australiensis	Ixodidae			Unknown	http://purl.obolibrary.org/obo/RO_0002454	Collected from	FALSE		Homo sapiens	Hominidae	human		Australasian	Ryler Austin					
450	literatureRecord	An Australasian species, all of whose parasitic stages, including the un- described larva, have been found on Diprotodontia: Potoroidae. Adult ticks have been recovered from Artiodactyla: Bovidae and Suidae, Carnivora: Canidae, Dasyuromorphia: Dasyuridae, Diprotodontia: Macropodidae, and Pera- melemorphia: Peramelidae; unknown stages have been collected from Diprotodontia: Phalangeridae (Guglielmone & Robbins 2018, Loh et al. 2018). Ixodes australiensis is a very rare parasite of humans.		Ixodes australiensis	Ixodidae			Parasitic Stages	http://purl.obolibrary.org/obo/RO_0002454	Parasite of	FALSE		Homo sapiens	Hominidae	human								
451	literatureRecord	An Australasian species whose females and nymphs are usually found on Diprotodontia: Potoroidae; nymphs alone have been collected from Peramelemorphia: Thylacomyidae (Ash et al. 2017). There are no records of Ixodes woyliei causing human parasitism.		Ixodes woyliei	Ixodidae		female	Adults	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Diprotodontia: Protoroidae	Protoroidae			Australasian	Derek Mena Godoy		FALSE		10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
452	literatureRecord	An Australasian species whose females and nymphs are usually found on Diprotodontia: Potoroidae; nymphs alone have been collected from Peramelemorphia: Thylacomyidae (Ash et al. 2017). There are no records of Ixodes woyliei causing human parasitism.		Ixodes woyliei	Ixodidae			nymphs	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Diprotodontia: Protoroidae	Protoroidae			Australasian	Derek Mena Godoy		FALSE		10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
453	literatureRecord	An Australasian species whose females and nymphs are usually found on Diprotodontia: Potoroidae; nymphs alone have been collected from Peramelemorphia: Thylacomyidae (Ash et al. 2017). There are no records of Ixodes woyliei causing human parasitism.		Ixodes woyliei	Ixodidae			nymphs	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Peramelemorphia: Thylacomyidae	Thylacomyidae			Australasian	Derek Mena Godoy		FALSE		10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
454	literatureRecord	An Australasian species whose females and nymphs are usually found on Diprotodontia: Potoroidae; nymphs alone have been collected from Peramelemorphia: Thylacomyidae (Ash et al. 2017). There are no records of Ixodes woyliei causing human parasitism.		Ixodes woyliei	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasite of	TRUE		Homo sapiens	Hominidae			Australasian	Derek Mena Godoy		FALSE		10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
455	literatureRecord	An Australasian species known only to parasitize Monotremata: Tachyglossidae.		Ixodes zaglossi	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasite of	FALSE		Monotremata: Tachyglossidae	Tachyglossidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FFA7-FF8C-FF07-FE7D64CCC98A	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
456	literatureRecord	An Afrotropical species known only to parasitize Soricomorpha: Soricidae.		Ixodes zairensis	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasite of	FALSE		Soricomorpha: Soricidae.	Soricidae			Afrotropical	Derek Mena Godoy	see Ixodes oldi for a discussion of the problems involved in morphologically identifying the species constituting the Ixodes oldi group, to which Ixodes zairensis belongs.	TRUE	http://treatment.plazi.org/id/C04787D4-FFA7-FF8C-FF07-FD5D64C4CE76	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
457	literatureRecord	An Afrotropical species, all of whose parasitic stages are usually found on Artiodactyla: Bovidae, and Perissodactyla: Equidae, but they have also been collected from Mammalia (several orders), and Galliformes: Numididae. There are no records of Margaropus winthemi causing human parasitism.		Margaropus winthemi	Ixodidae	Lounsbury's Tick		All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	Parasite of	TRUE		n Artiodactyla: Bovidae, and Perissodactyla: Equidae	Bovidae and Equidae	Buffalo and Horses		Afrotropical			TRUE	http://treatment.plazi.org/id/C04787D4-FF3A-FF11-FF07-FCC0642BCD6A	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
458	literatureRecord	An Afrotropical species known only to parasitize Artiodactyla: Giraffidae		Margoropus reidi	Ixodidae	Sudanese Beady Legged Tick		All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	Parasite of	TRUE		Artiodactyla: Giraffidae	Giraffidae	Giraffe		Afrotropical	Ben		TRUE	http://treatment.plazi.org/id/C04787D4-FF3A-FF11-FF07-FF786427C95D	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
459	literatureRecord	An Afrotropical species known only to parasitize Artiodactyla: Giraffidae.		Margoropus wileyi	Ixodidae	The East Giraffe Tick		All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	Parasite of	TRUE		Artiodactyla: Giraffidae	Giraffidae	Giraffe		Afrotropical			TRUE	http://treatment.plazi.org/id/C04787D4-FF3A-FF11-FF07-FDE064CCC87D	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
460	literatureRecord	An oriental species known to known parastize Artodactyla:Bovidae		Nosomma keralensis	Ixodidae			Unknown	http://purl.obolibrary.org/obo/RO_0002454	Found on	FALSE		Artodactyla:Bovidae	Bovidae	cloven-hoofed, ruminants			Griffen	Name is incertae sedis due to it being published w/o a holotype 	TRUE	http://treatment.plazi.org/id/C04787D4-FF3A-FF11-FF07-F9FC61E3CCFE	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
461	literatureRecord	An Oriental species whose adults are usually found on Artiodactyla: Bovidae, but they have also been collected from Artiodactyla: Cervidae and Suidae, Carnivora: Cani-dae and Ursidae, and Perissodactyla: Equidae. Immature stages have been collected from Rodentia: Muridae, and Soricomorpha: Soricidae. Nosomma monstrosum is a very rare parasite of humans.		Nosomma monstrosum	Ixodidae			Unknown	http://purl.obolibrary.org/obo/RO_0002454	Found on	" Rarely"		Artiodactyla: Bovidae	Bovidae	cloven-hoofed ruminants, deer, carnivores, etc		"Oriental" 	Griffen		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FF31643EC9B6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
462	literatureRecord	An Oriental species whose adults are usually found on Artiodactyla: Bovidae, but they have also been collected from Artiodactyla: Cervidae and Suidae, Carnivora: Cani-dae and Ursidae, and Perissodactyla: Equidae. Immature stages have been collected from Rodentia: Muridae, and Soricomorpha: Soricidae. Nosomma monstrosum is a very rare parasite of humans.		Nosomma monstrosum	Ixodidae			Unknown	http://purl.obolibrary.org/obo/RO_0002454	Found on	" Rarely"		Artiodactyla: Cervidae	 Cervidae, 	deer		"Oriental" 			TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FF31643EC9B6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
463	literatureRecord	An Oriental species whose adults are usually found on Artiodactyla: Bovidae, but they have also been collected from Artiodactyla: Cervidae and Suidae, Carnivora: Cani-dae and Ursidae, and Perissodactyla: Equidae. Immature stages have been collected from Rodentia: Muridae, and Soricomorpha: Soricidae. Nosomma monstrosum is a very rare parasite of humans.		Nosomma monstrosum	Ixodidae			Unknown	http://purl.obolibrary.org/obo/RO_0002454	Found on	" Rarely"		Artiodactyla:Suidae	Suidae	pig, hogs, boars, etc		"Oriental" 			TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FF31643EC9B6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
464	literatureRecord	An Oriental species whose adults are usually found on Artiodactyla: Bovidae, but they have also been collected from Artiodactyla: Cervidae and Suidae, Carnivora: Cani-dae and Ursidae, and Perissodactyla: Equidae. Immature stages have been collected from Rodentia: Muridae, and Soricomorpha: Soricidae. Nosomma monstrosum is a very rare parasite of humans.		Nosomma monstrosum	Ixodidae			Unknown	http://purl.obolibrary.org/obo/RO_0002454	Found on	" Rarely"		Carnivora:Ursidae	Ursidae	Bears		"Oriental" 			TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FF31643EC9B6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
465	literatureRecord	An Oriental species whose adults are usually found on Artiodactyla: Bovidae, but they have also been collected from Artiodactyla: Cervidae and Suidae, Carnivora: Cani-dae and Ursidae, and Perissodactyla: Equidae. Immature stages have been collected from Rodentia: Muridae, and Soricomorpha: Soricidae. Nosomma monstrosum is a very rare parasite of humans.		Nosomma monstrosum	Ixodidae			Unknown	http://purl.obolibrary.org/obo/RO_0002454	Found on	" Rarely"		Carnivora: Cani-dae, 	 Cani-dae	Dogs, foxes, racoons, etc		"Oriental" 			TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FF31643EC9B6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
466	literatureRecord	An Oriental species whose adults are usually found on Artiodactyla: Bovidae, but they have also been collected from Artiodactyla: Cervidae and Suidae, Carnivora: Cani-dae and Ursidae, and Perissodactyla: Equidae. Immature stages have been collected from Rodentia: Muridae, and Soricomorpha: Soricidae. Nosomma monstrosum is a very rare parasite of humans.		Nosomma monstrosum	Ixodidae			Unknown	http://purl.obolibrary.org/obo/RO_0002454	Found on	" Rarely"		Perissodactyla: Equidae	Equidae	Horses		"Oriental" 			TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FF31643EC9B6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
467	literatureRecord	An Oriental species whose adults are usually found on Artiodactyla: Bovidae, but they have also been collected from Artiodactyla: Cervidae and Suidae, Carnivora: Cani-dae and Ursidae, and Perissodactyla: Equidae. Immature stages have been collected from Rodentia: Muridae, and Soricomorpha: Soricidae. Nosomma monstrosum is a very rare parasite of humans.		Nosomma monstrosum	Ixodidae			Unknown	http://purl.obolibrary.org/obo/RO_0002454	Found on	" Rarely"		Rodentia: Muridae	Muridae	Rodents		"Oriental" 			TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FF31643EC9B6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
468	literatureRecord	An Oriental species whose adults are usually found on Artiodactyla: Bovidae, but they have also been collected from Artiodactyla: Cervidae and Suidae, Carnivora: Cani-dae and Ursidae, and Perissodactyla: Equidae. Immature stages have been collected from Rodentia: Muridae, and Soricomorpha: Soricidae. Nosomma monstrosum is a very rare parasite of humans.		Nosomma monstrosum	Ixodidae			Unknown	http://purl.obolibrary.org/obo/RO_0002454	Found on	" Rarely"		Soricomorpha: Soricidae	Sorcidae	Shrews		"Oriental" 			TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FF31643EC9B6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
469	literatureRecord	An Afrotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Viverridae, but they have also been collected from Artiodactyla: Bovidae, and Perissodactyla: Equidae. There are no records of Rhipicentor bicornis causing human parasitism.		Rhipicentor bicornis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	found on 	FALSE		Carnivora: Canidae	Canidae			Afrotropical	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FCB9647ECFA5	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
470	literatureRecord	An Afrotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Viverridae, but they have also been collected from Artiodactyla: Bovidae, and Perissodactyla: Equidae. There are no records of Rhipicentor bicornis causing human parasitism.		Rhipicentor bicornis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	found on 	FALSE		Carnivora: Felidae	Felidae			Afrotropical	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FCB9647ECFA5	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
471	literatureRecord	An Afrotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Viverridae, but they have also been collected from Artiodactyla: Bovidae, and Perissodactyla: Equidae. There are no records of Rhipicentor bicornis causing human parasitism.		Rhipicentor bicornis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	found on 	FALSE		Carnivora: Viverridae	Viverridae			Afrotropical	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FCB9647ECFA5	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
472	literatureRecord	An Afrotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Viverridae, but they have also been collected from Artiodactyla: Bovidae, and Perissodactyla: Equidae. There are no records of Rhipicentor bicornis causing human parasitism.		Rhipicentor bicornis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Artiodactyla: Bovidae	Bovidae			Afrotropical	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FCB9647ECFA5	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
473	literatureRecord	An Afrotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Viverridae, but they have also been collected from Artiodactyla: Bovidae, and Perissodactyla: Equidae. There are no records of Rhipicentor bicornis causing human parasitism.		Rhipicentor bicornis	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	collected from	FALSE		Perissodactyla: Equidae	Equidae			Afrotropical	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FCB9647ECFA5	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
474	literatureRecord	An Afrotropical species whose adults are usually found on Carnivora: Canidae, Felidae and Viverridae, but they have also been collected from Artiodactyla: Bovidae, and Perissodactyla: Equidae. There are no records of Rhipicentor bicornis causing human parasitism.		Rhipicentor bicornis	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasitism	TRUE		Homo Sapien	Hominidae	Human		Afrotropical	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FCB9647ECFA5	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
475	literatureRecord	An Afrotropical species whose adults are usually found on Carnivora (several families), but they have also been collected from Mammalia (several orders). Larvae and the undescribed nymph have been recovered from Macroscelidea: Macroscelididae. There are no records of Rhipicentor nuttalli causing human parasitism.		Rhipicentor nuttalli	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	found on 	FALSE		Carnivora				Afrotropical	Felice Lugos		TRUE	http://treatment.plazi.org/id/C04787D4-FF3D-FF16-FF07-FAAA64DFCC3E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
