interactionID	basisOfRecord	interactionText	sourceTaxonId	sourceTaxonName	sourceFamilyName	sourceCommonName	sourceSexName	sourceLifeStageName	interactionTypeId	interactionTypeName	isNegated	targetTaxonId	targetTaxonName	targetFamilyName	targetCommonName	targetLifeStageName	higherGeography	enteredBy	notes	containsTaxonTreatment	TreatmentBankIdentifier	referenceDoi	referenceCitation
305	literature record	An Oriental and Palearctic species whose adults are usually found on Artiodactyla: Cervidae. All parasitic stages have been collected from Artiodactyla: Cervidae, and Lagomorpha: Leporidae;  adults  and  immature  stages  have  been  recovered  from  Carnivora:  Canidae,  Felidae  and  Viverridae; adults alone have been taken from Artiodactyla: Bovidae and Suidae (Guglielmone et al. 2014, Hou et al. 2014). There are no records of Haemaphysalis yeni causing human parasitism		Haemaphysalis yeni 	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	Taken from	FALSE		Artiodactyla: Bovidae	Bovidae	Cloven hoofed ruminants		Oriental and paleoartic	Griffen				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
306	literature record	An Oriental and Palearctic species whose adults are usually found on Artiodactyla: Cervidae. All parasitic stages have been collected from Artiodactyla: Cervidae, and Lagomorpha: Leporidae;  adults  and  immature  stages  have  been  recovered  from  Carnivora:  Canidae,  Felidae  and  Viverridae; adults alone have been taken from Artiodactyla: Bovidae and Suidae (Guglielmone et al. 2014, Hou et al. 2014). There are no records of Haemaphysalis yeni causing human parasitism		Haemaphysalis yeni 	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	Taken from	FALSE		Artiodactyla: Suidae	Suidae	Pigs, boars, and hogs		Oriental and paleoartic	Griffen				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
307	literature record	n Afrotropical species, all of whose parasitic stages have been found on Carnivora: Herpestidae and Hyaenidae, and Rodentia: Sciuridae; adults and nymphs have been collected from Carnivora: Viverridae; adults alone have been recovered from Carnivora (several orders). There are no records of Haemaphysalis zumpti causing human parasitism.		Haemaphysalis zumpti	Ixodidae			 Adults, Nymphs	http://purl.obolibrary.org/obo/RO_0002454	Found/Collected on	FALSE		Carnivora: Herpestidae 	Herpestidae	Mongoose		Afrotropical	Griffen	 Haemaphysalis spinulosa for a discussion of the problems attending identification of southern African species in the Haemaphysalis leachi group, to which Haemaphysalis zumpti belongs			10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
308	literature record	n Afrotropical species, all of whose parasitic stages have been found on Carnivora: Herpestidae and Hyaenidae, and Rodentia: Sciuridae; adults and nymphs have been collected from Carnivora: Viverridae; adults alone have been recovered from Carnivora (several orders). There are no records of Haemaphysalis zumpti causing human parasitism.		Haemaphysalis zumpti	Ixodidae			 Adults, Nymphs	http://purl.obolibrary.org/obo/RO_0002454	Found/Collected on	FALSE		Carnivora Hyaenidae	Hyanidae	Hyenas		Afrotropical	Griffen				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
309	literature record	n Afrotropical species, all of whose parasitic stages have been found on Carnivora: Herpestidae and Hyaenidae, and Rodentia: Sciuridae; adults and nymphs have been collected from Carnivora: Viverridae; adults alone have been recovered from Carnivora (several orders). There are no records of Haemaphysalis zumpti causing human parasitism.		Haemaphysalis zumpti	Ixodidae			 Adults, Nymphs	http://purl.obolibrary.org/obo/RO_0002454	Found/Collected on	FALSE		Rodentia: Sciuridae	Scuiridae	Squirrels, flying and grounded		Afrotropical	Griffen				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
310	literature record	n Afrotropical species, all of whose parasitic stages have been found on Carnivora: Herpestidae and Hyaenidae, and Rodentia: Sciuridae; adults and nymphs have been collected from Carnivora: Viverridae; adults alone have been recovered from Carnivora (several orders). There are no records of Haemaphysalis zumpti causing human parasitism.		Haemaphysalis zumpti	Ixodidae			 Adults, Nymphs	http://purl.obolibrary.org/obo/RO_0002454	Found/Collected on	FALSE		Carnivora: Viverridae	Viverridae	Like cats - but not		Afrotropical	Griffen				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
311	literature record	n Afrotropical species, all of whose parasitic stages have been found on Carnivora: Herpestidae and Hyaenidae, and Rodentia: Sciuridae; adults and nymphs have been collected from Carnivora: Viverridae; adults alone have been recovered from Carnivora (several orders). There are no records of Haemaphysalis zumpti causing human parasitism.		Haemaphysalis zumpti	Ixodidae			 Adults, Nymphs	http://purl.obolibrary.org/obo/RO_0002454	Found/Collected on	FALSE		Carnivora: multiple orders				Afrotropical	Griffen				10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
312	literatureRecord	A  fossil  species  whose  host  is  un-known.		Haemaphysalis? cretacea	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	Unknown	Unknown		Unknown	Unknown				Griffen	Currently a debate over whether or not this species belongs in the Haemaphysalis clade	FALSE			
313	literatureRecord	A Palearctic species, all of whose parasitic stages are usually found on Testudines: Testudinidae, with records also from Mammalia (several orders), Aves (several orders), and occasion-ally from Squamata: Agamidae. Hyalomma aegyptium is a very frequent parasite of humans.		Hyalomma aegyptium	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on			Testudines: Testudinidae	Testudinidae			Palearctic	Sareen		TRUE	http://treatment.plazi.org/id/C04787D4-FF21-FF0B-FF07-FA4967AFC97B	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
314	literatureRecord	An Afrotropical species whose adults are usually found on Artiodac-tyla: Bovidae, but they have also been collected from Artiodactyla: Giraffidae and Suidae, Carnivora: Canidae and Felidae, Perissodactyla: Equidae and Rhinocerotidae, and rarely from Struthioniformes: Struthionidae; nymphs alone have been collected from Lagomorpha: Leporidae. Hyalomma albiparmatum is a very rare parasite of humans.		Hyalomma albiparmatum	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	found on 			Artiodactyla: Bovidae,	Bovidae			Afrotropical			TRUE	http://treatment.plazi.org/id/C04787D4-FF20-FF0B-FF07-FDCD64C4CEDB	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
315	literatureRecord	An Afrotropical, Oriental and Palearctic species, all of whose parasitic stages  are  usually  found  on  Artiodactyla:  Bovidae,  but  they  have  also  been  collected  from  Mammalia  (several orders).  Immature  stages  have  been  recovered  from  Galliformes:  Phasianidae,  Passeriformes:  Muscicapidae,  and Squamata: Lacertidae. Hyalomma anatolicum is a frequent parasite of humans. 		Hyalomma anatolicum	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on 			Artiodactyla: Bovidae	Bovidae			Afrotropical, Oriental and Palearctic			TRUE	http://treatment.plazi.org/id/C04787D4-FF20-FF08-FF07-FA6D60D4C97A	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
316	literatureRecord	n Afrotropical  species  whose  adults  have  been found  on Artiodactyla:Bovidae;  larvae  and  nymphs  have  been  collected  from  Rodentia:  Muridae.  There  are  no records of Hyalomma arabica causing human parasitism.		Hyalomma arabica	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on 			Artiodactyla: Bovidae	Bovidae			Afrotropical s			TRUE	http://treatment.plazi.org/id/C04787D4-FF23-FF08-FF07-FDCD65B3CF56	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
317	literatureRecord	 A Palearctic species whose adults are usually found on Artiodactyla:  Bovidae  and  Camelidae;  nymphs  and  larvae  are  commonly  recovered  from  Erinaceomorpha:  Eri-naceidae, Lagomorpha: Leporidae, and Rodentia (several families). All parasitic stages have been collected from Mammalia  (several  orders);  adults  alone  have  been  taken  from  Columbiformes:  Columbidae,  and  Strigiformes: Strigidae;  immature  stages  have  been  found  on  Falconiformes:  Falconidae,  Passeriformes  (several  families),  and Squamata: Gekkonidae. The record of Hyalomma asiaticum from the Oriental Zoogeographic Region in Hou et al. (2019) requires confirmation. Hyalomma asiaticum is a sporadic parasite of humans.		Hyalomma asiaticum	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on 			Artiodactyla:  Bovidae  and  Camelidae;Erinaceomorpha:  Eri-naceidae, Lagomorpha: Leporidae, and Rodentia (several families);  Columbiformes:  Columbidae,  and  Strigiformes: Strigidae; Falconiformes:  Falconidae,  Passeriformes  (several  families),  and Squamata: Gekkonidae				Palearctic			TRUE	http://treatment.plazi.org/id/C04787D4-FF23-FF08-FF07-FB986118CC6E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
318	literatureRecord	 An Oriental species whose adults are usually found on Artiodactyla: Bovidae; larvae and nymphs are commonly recovered from Rodentia: Muridae and Sciuridae.Adult ticks have also been  collected  from Artiodactyla:  Camelidae  and  Cervidae,  Carnivora:  Canidae  and  Felidae,  and  Perissodactyla: Equidae;  while  immature  stages  have  been  taken  from  Soricomorpha:  Soricidae,  and  Cuculiformes:  Cuculidae.  Magnolia PressHyalomma brevipunctatum is a sporadic parasite of humans		Hyalomma brevipunctatum	Ixodidae			Adults	http://purl.obolibrary.org/obo/RO_0002454	found on 							Oriental			TRUE	http://treatment.plazi.org/id/C04787D4-FF23-FF08-FF07-F8F160DECC9A,http://treatment.plazi.org/id/C04787D4-FF22-FF09-FF07-FF306149C9B6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
319	literatureRecord	 An Afrotropical, Oriental and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Camelidae, but they have also been collected from Mammalia (several orders), Aves (several orders), and Squamata: Lacertidae. Hyalomma dromedarii is a rare parasite of humans.M: Koch (1844a)		Hyalomma dromedarii	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on 										TRUE	http://treatment.plazi.org/id/C04787D4-FF22-FF09-FF07-FCB86065CEDA	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
320	literatureRecord	An Afrotropical, Oriental and Palearctic species, all of whose parasitic stages are usually found on Artiodactyla: Camelidae, but they have also been collected from Mammalia (several orders), Aves (several orders), and Squamata: Lacertidae. Hyalomma dromedarii is a rare parasite of humans.		Hyalomma dromedarii	Ixodidae			All parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on 										TRUE	http://treatment.plazi.org/id/C04787D4-FF22-FF09-FF07-FCB86065CEDA	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
